0	1.00824
1e-05	1.00845
2e-05	1.00856
3e-05	1.00862
4e-05	1.00864
5e-05	1.00864
6e-05	1.00862
7e-05	1.0086
8e-05	1.00858
9e-05	1.00855
0.0001	1.00853
0.00011	1.0085
0.00012	1.00848
0.00013	1.00845
0.00014	1.00843
0.00015	1.00841
0.00016	1.00839
0.00017	1.00838
0.00018	1.00836
0.00019	1.00834
0.0002	1.00833
0.00021	1.00831
0.00022	1.0083
0.00023	1.00829
0.00024	1.00827
0.00025	1.00826
0.00026	1.00825
0.00027	1.00824
0.00028	1.00823
0.00029	1.00822
0.0003	1.00821
0.00031	1.0082
0.00032	1.00819
0.00033	1.00818
0.00034	1.00818
0.00035	1.00817
0.00036	1.00816
0.00037	1.00815
0.00038	1.00815
0.00039	1.00814
0.0004	1.00813
0.00041	1.00813
0.00042	1.00812
0.00043	1.00811
0.00044	1.00811
0.00045	1.0081
0.00046	1.0081
0.00047	1.00809
0.00048	1.00809
0.00049	1.00808
0.0005	1.00808
0.00051	1.00807
0.00052	1.00807
0.00053	1.00806
0.00054	1.00806
0.00055	1.00805
0.00056	1.00805
0.00057	1.00805
0.00058	1.00804
0.00059	1.00804
0.0006	1.00803
0.00061	1.00803
0.00062	1.00803
0.00063	1.00802
0.00064	1.00802
0.00065	1.00802
0.00066	1.00801
0.00067	1.00801
0.00068	1.00801
0.00069	1.008
0.0007	1.008
0.00071	1.008
0.00072	1.00799
0.00073	1.00799
0.00074	1.00799
0.00075	1.00799
0.00076	1.00798
0.00077	1.00798
0.00078	1.00798
0.00079	1.00798
0.0008	1.00797
0.00081	1.00797
0.00082	1.00797
0.00083	1.00797
0.00084	1.00796
0.00085	1.00796
0.00086	1.00796
0.00087	1.00796
0.00088	1.00795
0.00089	1.00795
0.0009	1.00795
0.00091	1.00795
0.00092	1.00795
0.00093	1.00794
0.00094	1.00794
0.00095	1.00794
0.00096	1.00794
0.00097	1.00794
0.00098	1.00793
0.00099	1.00793
0.001	1.00793
0.00101	1.00793
0.00102	1.00793
0.00103	1.00792
